S NO,APPLICATION NUMBER,NAME OF THE CANDIDATE,AGGREGATE MARK,RANK,COMMUNITY,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
3558,392374,,143,138845,BC,3806,CB,BC
3559,465460,,143,138848,BC,4992,IT,OC
3560,446771,,143,138849,BC,1101,CS,BC
3561,354343,,143,138850,BC,2763,EC,BC
3562,248655,,143,138851,BC,1405,AM,BC
3563,369006,,143,138853,SC,4020,ME,SC
3564,337892,,143,138854,MBC,3845,IT,OC
3565,259102,,143,138856,BC,4672,CS,BC
3566,219039,,143,138857,BC,1127,EC,OC
3567,239280,,143,138858,MBC,3843,CS,MBC
3568,455426,,143,138859,MBC,5842,EC,MBC
3569,472811,,143,138862,BC,1420,CS,BC
3570,260775,,143,138865,BC,2642,AD,BC
3571,468111,,143,138868,MBC,1512,AD,MBC
3572,359613,,143,138869,BC,4944,EC,BC
3573,401302,,143,138873,SC,2357,CS,SC
3574,335819,,143,138875,BC,1412,CS,BC
3575,258107,,143,138876,MBC,2651,EC,MBC
3576,338705,,143,138878,BCM,1122,BT,BCM
3577,390415,,143,138881,BC,3805,IT,BC
3578,231177,,143,138885,BCM,2636,AD,OC
3579,201132,,143,138886,SC,1114,AD,SC
3580,428128,,143,138888,SC,1128,EV,SC
3581,276653,,143,138890,MBC,2761,SC,MBC
3582,226634,,143,138895,MBC,4981,AD,MBC
3583,465532,,143,138896,MBC,2747,ME,OC
3584,439217,,143,138902,SC,3826,AD,SC
3585,279674,,143,138903,BC,4978,CS,OC
3586,258030,,143,138905,BC,1420,EC,BC
3587,401499,,143,138908,SC,1306,CS,SC
3588,254718,,143,138909,BC,1501,AD,BC
3589,347481,,143,138910,BC,4999,CS,OC
3590,307910,,143,138911,MBC,2716,SC,MBC
3591,458987,,143,138912,MBC,2762,EC,MBC
3592,452620,,143,138914,MBC,2601,CS,MBC
3593,372012,,143,138917,MBC,4965,AD,MBC
3594,266379,,143,138918,SC,1419,ME,SC
3595,450650,,143,138923,SC,3830,IT,SC
3596,236557,,143,138924,BC,1322,CS,BC
3597,430641,,143,138926,MBC,3801,CE,MBC
3598,388472,,143,138927,MBC,2642,SC,OC
3599,287142,,143,138929,BC,2752,AD,BC
3600,422385,,143,138932,BC,4928,EC,OC
3601,416279,,143,138934,MBC,2642,AD,MBC
3602,463530,,143,138935,MBC,2612,EC,OC
3603,429174,,143,138936,BCM,2656,AM,BCM
3604,271924,,143,138939,BC,1303,CS,BC
3605,424926,,143,138942,SCA,2623,EC,SC
3606,427192,,143,138947,SC,1114,AD,SC
3607,486953,,143,138951,BC,5536,AM,BC
3608,264386,,143,138952,MBC,4981,AD,MBC
3609,462096,,143,138953,MBC,1426,AD,MBC
3610,468480,,143,138960,BC,2628,CS,BC
3611,215648,,143,138961,BC,5,EE,BC
3612,350314,,143,138962,SC,1413,IT,SC
3613,376451,,143,138963,BC,2656,EE,BC
3614,420355,,143,138964,MBC,2624,EC,OC
3615,418940,,143,138966,BC,4917,EE,BC
3616,404710,,143,138967,BC,5913,AD,BC
3617,411667,,143,138970,BC,1412,CS,BC
3618,500699,,143,138971,SC,2341,CS,OC
3619,332447,,143,138972,MBC,3019,CE,MBC
3620,263157,,143,138973,SC,2635,CS,OC
3621,243018,,143,138978,BC,3812,IT,OC
3622,364811,,143,138979,BC,2713,EC,OC
3623,455409,,143,138980,MBC,1412,CE,OC
3624,405575,,143,138983,BC,4981,AD,BC
3625,251121,,143,138985,BC,4981,IT,BC
3626,299443,,143,138986,SC,3801,CS,SC
3627,457600,,143,138990,BC,1303,CS,BC
3628,483012,,143,138991,BC,3016,EE,BC
3629,411906,,143,138992,BC,2769,CB,BC
3630,480194,,143,138993,BC,2630,EC,BC
3631,465612,,143,138999,SC,3425,EE,OC
3632,441613,,143,139001,BC,2601,CS,BC
3633,485034,,143,139002,OC,1519,AD,OC
3634,378583,,143,139003,MBC,2609,AE,OC
3635,465561,,143,139005,BC,2617,RM,BC
3636,425855,,143,139007,SC,2745,EC,SC
3637,435642,,143,139009,MBC,2761,AD,MBC
3638,274003,,143,139010,MBC,5,MM,MBC
3639,323983,,143,139015,SCA,1216,CS,SCA
3640,350323,,143,139017,MBC,2639,CS,OC
3641,466423,,143,139018,MBC,3425,ME,OC
3642,485333,,143,139019,BC,1014,CE,BC
3643,349639,,143,139023,MBC,2673,IT,MBC
3644,448511,,143,139025,SC,2625,IT,OC
3645,407322,,143,139026,MBC,1504,EC,MBC
3646,315783,,143,139030,BC,5530,AM,BC
3647,318157,,143,139029,MBC,5904,EC,MBC
3648,249424,,143,139034,SC,1325,IT,SC
3649,444091,,143,139035,BC,2768,EC,OC
3650,215193,,143,139036,SC,1122,BT,SC
3651,400018,,143,139038,BC,2727,AG,BC
3652,477427,,143,139043,SC,2608,CS,SC
3653,466258,,143,139044,BC,2707,EC,BC
3654,485791,,143,139045,SC,2341,AD,OC
3655,289998,,143,139046,SC,1225,EC,SC
3656,332081,,142.57,139048,BC,2621,AD,BC
3657,256445,,142.5,139051,BC,1316,EE,BC
3658,393962,,142.5,139054,BC,2752,IT,BC
3659,435921,,142.5,139056,MBC,4023,ME,MBC
3660,316522,,142.5,139057,MBC,2726,CE,MBC
3661,385976,,142.5,139058,SC,4678,CS,SC
3662,214254,,142.5,139062,SC,1216,ME,SC
3663,229999,,142.5,139063,BC,5502,CS,OC
3664,280271,,142.5,139065,BC,5536,EV,OC
3665,236764,,142.5,139067,MBC,3016,ME,OC
3666,449116,,142.5,139068,BC,2617,AD,BC
3667,426887,,142.5,139070,BC,3812,AM,OC
3668,384812,,142.5,139071,MBC,2617,CS,MBC
3669,371052,,142.5,139073,BC,1501,AD,BC
3670,234395,,142.5,139074,OC,1523,AM,OC
3671,391713,,142.5,139076,BC,2770,SC,BC
3672,321018,,142.5,139080,SC,1408,IT,SC
3673,209259,,142.5,139081,MBC,5904,EC,MBC
3674,387563,,142.5,139083,BC,5832,CS,BC
3675,364623,,142.5,139084,MBC,2634,AD,OC
3676,313189,,142.5,139086,MBC,4944,CS,MBC
3677,354422,,142.5,139087,MBC,1412,ME,OC
3678,280339,,142.5,139090,SC,5022,EE,SC
3679,285690,,142.5,139093,BC,1501,CS,BC
3680,330995,,142.5,139094,BCM,2634,CS,BCM
3681,280239,,142.5,139096,BC,4672,EC,OC
3682,484358,,142.5,139098,MBC,1420,SC,MBC
3683,480834,,142.5,139099,BC,2624,BM,OC
3684,298469,,142.5,139100,BC,4946,CS,OC
3685,395560,,142.5,139102,SC,1413,EV,SC
3686,332950,,142.5,139103,MBC,3807,EC,MBC
3687,385946,,142.5,139104,BC,2620,AM,BC
3688,430003,,142.5,139106,BC,4676,CS,BC
3689,231325,,142.5,139109,MBC,3425,EE,OC
3690,255438,,142.5,139110,BC,2360,CS,OC
3691,333094,,142.5,139111,BC,2610,AD,OC
3692,235457,,142.5,139112,SC,2711,CS,SC
3693,374964,,142.5,139113,BC,1505,CS,BC
3694,302433,,142.5,139115,SC,2625,BM,OC
3695,489285,,142.5,139116,BC,4933,EE,OC
3696,219692,,142.5,139118,MBC,2345,AD,MBC
3697,302032,,142.5,139120,SC,1431,AD,SC
3698,235130,,142.5,139125,BC,5913,EC,OC
3699,318005,,142.5,139126,BC,1412,CS,BC
3700,344446,,142.5,139129,MBC,2642,SC,OC
3701,363758,,142.5,139130,BCM,2753,CS,BCM
3702,352304,,142.5,139131,BC,2608,ME,BC
3703,499396,,142.5,139132,MBC,2611,CS,MBC
3704,290079,,142.5,139134,SCA,2651,EC,SCA
3705,254426,,142.5,139138,MBC,2634,AD,OC
3706,265475,,142.5,139140,BC,5530,CB,OC
3707,263770,,142.5,139142,MBC,2601,AD,MBC
3708,366757,,142.5,139143,BC,2610,CE,OC
3709,308535,,142.5,139144,BC,1241,CS,BC
3710,319586,,142.5,139146,SC,2708,SC,SC
3711,207895,,142.5,139147,BC,1218,IT,BC
3712,496267,,142.5,139149,MBC,2634,IT,MBC
3713,487909,,142.5,139150,MBC,3806,CS,MBC
3714,419440,,142.5,139152,MBC,2617,CS,MBC
3715,454389,,142.5,139153,BCM,2776,AM,BCM
3716,407786,,142.5,139154,BCM,1431,SC,BCM
3717,236877,,142.5,139157,MBC,4955,EC,MBC
3718,361800,,142.5,139158,BC,1431,CS,BC
3719,378356,,142.5,139159,MBC,2639,EC,OC
3720,238975,,142.5,139160,BC,2716,CS,BC
3721,403129,,142.5,139162,MBC,2639,CS,OC
3722,299863,,142.5,139164,BC,2705,AD,BC
3723,481063,,142.5,139165,SCA,2673,IT,SCA
3724,488236,,142.5,139166,BC,2624,CS,OC
3725,377260,,142.5,139167,BC,2628,CS,BC
3726,476357,,142.5,139168,BC,2762,EC,BC
3727,411374,,142.5,139169,BC,2608,ME,BC
3728,281489,,142.5,139170,SC,1210,IT,SC
3729,362070,,142.5,139171,BCM,3018,EC,BCM
3730,302322,,142.5,139173,BC,2620,IT,BC
3731,494342,,142.5,139178,MBC,1421,CS,MBC
3732,395194,,142.5,139179,BC,3795,ME,BC
3733,388005,,142.5,139180,SC,4966,CE,OC
3734,293448,,142.5,139181,BC,1505,IT,BC
3735,455398,,142.5,139184,BC,3019,EE,BC
3736,432759,,142.5,139185,BC,3805,CE,OC
3737,241145,,142.5,139189,BC,2642,IT,BC
3738,499404,,142.5,139191,BC,1519,EC,OC
3739,412843,,142.5,139194,MBC,1504,IT,MBC
3740,395170,,142.5,139196,BC,4024,CE,BC
3741,464659,,142.5,139200,MBC,2345,CS,MBC
3742,348246,,142.5,139203,BC,1408,EC,BC
3743,490832,,142.5,139204,SC,1306,CS,SC
3744,262530,,142.5,139205,MBC,1241,CS,MBC
3745,479633,,142.5,139206,MBC,2345,AD,MBC
3746,300598,,142.5,139207,BC,1408,AL,BC
3747,430792,,142.5,139210,BC,2638,CS,OC
3748,333612,,142.5,139213,SC,2708,BM,SC
3749,469784,,142.5,139215,MBC,2347,AG,OC
3750,357142,,142.5,139217,MBC,2342,CS,MBC
3751,254858,,142.5,139219,BCM,3804,CS,BCM
3752,295533,,142.5,139221,BC,3833,CS,OC
3753,366604,,142.5,139223,MBC,2613,BM,MBC
3754,340679,,142.5,139229,MBC,4964,CS,MBC
3755,414572,,142.5,139233,BC,2613,EE,BC
3756,216205,,142.5,139235,BC,1218,CS,BC
3757,241986,,142.5,139236,SC,2727,CS,SC
3758,327527,,142.5,139239,BC,2656,SC,BC
3759,368605,,142.5,139243,MBC,1518,EE,OC
3760,302405,,142.5,139247,BC,3805,IT,BC
3761,256266,,142.5,139252,BC,1405,SC,BC
3762,281549,,142.5,139255,BC,2770,CS,OC
3763,473829,,142.5,139256,SC,3826,BM,SC
3764,461925,,142.5,139257,SC,1512,EC,SC
3765,379181,,142.5,139260,SC,1525,AD,OC
3766,262513,,142.5,139263,MBC,3782,EC,MBC
3767,254669,,142.5,139264,BC,2612,EC,OC
3768,491538,,142.5,139265,MBC,4960,CE,MBC
3769,451084,,142.5,139266,MBC,4971,EE,MBC
3770,259843,,142.5,139268,MBC,2609,IT,MBC
3771,334403,,142.5,139272,BC,4946,CS,OC
3772,404260,,142.5,139274,BC,3701,ME,BC
3773,326690,,142.5,139277,MBC,2641,CS,OC
3774,427465,,142.5,139278,BC,3806,AD,BC
3775,399045,,142.5,139282,BC,2342,AD,BC
3776,274872,,142.5,139283,MBC,1405,AD,MBC
3777,446018,,142.5,139288,MBC,2632,EC,OC
3778,330102,,142.5,139291,BC,4999,AD,OC
3779,237172,,142.5,139297,MBC,2357,EC,MBC
3780,466204,,142.5,139298,BC,2761,AD,BC
3781,220999,,142.5,139300,BC,1303,SC,OC
3782,343407,,142.5,139303,BC,5988,EE,OC
3783,242887,,142.5,139306,SC,1210,AL,SC
3784,356106,,142.5,139307,SC,2708,SC,SC
3785,324302,,142.5,139309,MBC,5942,CE,OC
3786,433065,,142.5,139310,BC,3846,CS,OC
3787,264455,,142.5,139311,BC,2769,PE,BC
3788,433426,,142.5,139312,BC,3811,AD,BC
3789,214806,,142.5,139313,BC,1413,CB,BC
3790,442832,,142.5,139317,BC,4934,CS,OC
3791,286045,,142.5,139319,MBC,3845,AD,OC
3792,309563,,142.5,139320,BCM,5907,AG,OC
3793,211517,,142.5,139321,SC,1123,EC,OC
3794,436036,,142.5,139323,MBC,2642,EC,MBC
3795,467033,,142.5,139324,BC,2727,FD,BC
3796,295291,,142.5,139325,BC,4944,EE,OC
3797,480089,,142.5,139328,BC,2673,EC,BC
3798,216481,,142.5,139330,SC,1122,CS,SC
3799,337943,,142.5,139332,MBC,2628,EC,OC
3800,364005,,142.5,139335,BC,2752,AD,BC
3801,248124,,142.5,139336,BC,4023,CE,BC
3802,464435,,142.5,139338,BC,2630,IT,BC
3803,376409,,142.5,139339,MBC,2707,CJ,MBC
3804,390877,,142.5,139340,SC,1452,CS,OC
3805,354638,,142.5,139341,MBC,3021,CE,MBC
3806,318654,,142.5,139342,MBC,1127,CS,MBC
3807,254195,,142.5,139346,MBC,1510,IT,OC
3808,465435,,142.5,139347,SCA,2706,AD,SC
3809,300637,,142.5,139349,BC,2651,CS,BC
3810,277639,,142.5,139350,BC,2716,IT,BC
3811,414103,,142.5,139351,BCM,2621,IT,BCM
3812,277487,,142.5,139352,BC,1301,CS,BC
3813,423362,,142.5,139353,BC,2617,MD,OC
3814,416519,,142.5,139354,MBC,3846,EC,OC
3815,455885,,142.5,139355,BC,2716,EC,BC
3816,274999,,142.5,139357,SC,2357,AD,SC
3817,206188,,142.5,139360,MBC,1126,RM,MBC
3818,246955,,142.5,139361,MBC,1115,AM,MBC
3819,358313,,142.5,139363,SC,2357,EC,SC
3820,237100,,142.5,139365,BC,2753,CS,BC
3821,340112,,142.5,139366,MBC,4917,SC,MBC
3822,304943,,142.5,139367,BC,4946,AD,OC
3823,327831,,142.5,139370,BC,2357,ME,OC
3824,436339,,142.5,139372,SC,1122,AD,SC
3825,495273,,142.5,139373,SCA,2718,CJ,SCA
3826,322503,,142.5,139376,MBC,2673,AM,MBC
3827,336559,,142.5,139377,MBC,1301,AD,MBC
3828,312646,,142.5,139379,BC,2327,EE,OC
3829,470871,,142.5,139380,MBC,1339,AM,OC
3830,417275,,142.5,139381,BC,2613,BM,BC
3831,398228,,142.5,139382,BC,2763,CS,BC
3832,332513,,142.5,139385,BC,2651,CS,BC
3833,378471,,142.5,139386,BC,2743,CE,OC
3834,457339,,142.5,139387,BC,2762,EC,BC
3835,427649,,142.5,139390,SC,3819,AM,SC
3836,243311,,142.5,139391,BC,2752,AD,BC
3837,348347,,142.5,139392,MBC,3843,IT,MBC
3838,262419,,142.5,139393,BC,3825,EC,OC
3839,351420,,142.5,139396,BC,3826,ME,BC
3840,312329,,142.5,139398,BC,4928,AD,OC
3841,211531,,142.5,139402,BC,4971,ME,OC
3842,279982,,142.5,139403,MBC,1322,IT,MBC
3843,284182,,142.5,139404,MBC,2357,EC,MBC
3844,441640,,142.5,139406,BCM,2744,ME,OC
3845,273439,,142.5,139409,MBC,5530,IT,MBC
3846,470628,,142.5,139410,BC,4677,EC,OC
3847,369459,,142.5,139411,BCM,1013,ME,BCM
3848,333360,,142.5,139413,MBC,4917,SC,MBC
3849,330629,,142.5,139416,MBC,2357,EC,MBC
3850,418933,,142.5,139418,SCA,2673,AD,SCA
3851,304562,,142.5,139419,SC,1518,EC,OC
3852,262281,,142.5,139420,MBC,1452,CS,OC
3853,414215,,142.5,139422,SCA,5,CS,SCA
3854,366209,,142.5,139423,MBC,2611,CS,MBC
3855,401093,,142.5,139425,BC,1413,ME,BC
3856,466215,,142.5,139427,BCM,1301,CB,BCM
3857,279916,,142.5,139428,BC,5904,CI,BC
3858,434803,,142.5,139430,MBC,1114,EE,MBC
3859,457137,,142.5,139432,BC,2707,EC,BC
3860,377613,,142.5,139433,MBC,3810,AD,MBC
3861,329284,,142.5,139434,SCA,2723,MD,SCA
3862,264871,,142.5,139436,BC,1501,EC,BC
3863,210819,,142.5,139437,BC,1310,IT,BC
3864,204576,,142.5,139439,SCA,2711,CS,SCA
3865,395780,,142.5,139440,BC,1501,CS,BC
3866,440385,,142.5,139444,MBC,2636,CS,OC
3867,459037,,142.5,139446,BC,2723,BM,BC
3868,298967,,142.5,139449,BC,2617,PH,OC
3869,206780,,142.5,139451,SC,2706,EE,SC
3870,389837,,142.5,139452,BC,2360,AD,OC
3871,201535,,142.5,139453A,BC,4917,ME,OC
3872,459227,,142.5,139454,MBC,2360,AD,OC
3873,406161,,142.5,139462,MBC,4960,ME,MBC
3874,325129,,142.5,139464,OC,1512,AM,OC
3875,437813,,142.5,139465,BC,2770,EC,OC
3876,335841,,142.5,139467,MBC,5832,CS,MBC
3877,352067,,142.5,139468,SCA,4949,IT,OC
3878,297507,,142.5,139470,SC,2751,AD,SC
3879,476630,,142.5,139472,MBC,1431,EC,MBC
3880,273864,,142.5,139474,BC,2611,CY,BC
3881,378794,,142.5,139475,SCA,2736,EC,SCA
3882,287000,,142.5,139476,SC,2648,AD,SC
3883,270096,,142.5,139477,MBC,1126,AD,MBC
3884,365660,,142.5,139478,BC,1207,EC,OC
3885,279868,,142.5,139485,BC,1127,CS,BC
3886,483219,,142.5,139486,BC,2769,BC,BC
3887,339034,,142.5,139487,MBC,5,CZ,MBC
3888,455934,,142.5,139490,BC,2727,FD,BC
3889,374649,,142.5,139491,BC,2707,CS,BC
3890,478491,,142.5,139492,SC,3782,CS,OC
3891,302141,,142.5,139493,SC,2726,CS,SC
3892,233117,,142.5,139495,BC,4672,CS,BC
3893,430547,,142.5,139496,MBC,2656,SC,MBC
3894,368065,,142.5,139498,MBC,2753,IT,MBC
3895,351914,,142.5,139499,SC,1126,CS,SC
3896,213150,,142.5,139500,MBC,4917,AM,MBC
3897,366405,,142.5,139502,MBC,1505,IT,MBC
3898,444666,,142.5,139504,BC,1212,CS,BC
3899,421892,,142.5,139506,SC,2342,CS,SC
3900,290116,,142.5,139508,MBC,2622,EE,MBC
3901,403451,,142.5,139510,BCM,5022,XC,OC
3902,481986,,142.5,139512,MBC,2610,BM,OC
3903,359093,,142.5,139513,SC,2642,AD,SC
3904,397955,,142.5,139515,MBC,3848,AD,OC
3905,225507,,142.5,139521,MBC,1116,EC,MBC
3906,477586,,142.5,139522,BC,2630,IT,BC
3907,303318,,142.5,139529,MBC,2707,CD,OC
3908,395768,,142.5,139533,BC,1431,SC,BC
3909,258466,,142.5,139534,MBC,1505,ME,OC
3910,232780,,142.5,139535,BC,2744,CE,OC
3911,329434,,142.5,139536,MBC,2345,CS,MBC
3912,338758,,142.5,139537,BC,1501,AD,BC
3913,439760,,142.5,139538,BC,2707,IT,BC
3914,390758,,142.5,139542,BC,2620,IT,BC
3915,465212,,142.5,139545,BC,3920,CS,OC
3916,457603,,142.5,139548,MBC,4946,EE,OC
3917,413378,,142.5,139549,BC,4944,AD,BC
3918,363143,,142.5,139551,BC,2642,AD,BC
3919,318975,,142.5,139552,MBC,4986,AD,OC
3920,269472,,142.5,139553,MBC,3795,ME,MBC
3921,261054,,142.5,139558,BC,3807,ME,OC
3922,468570,,142.5,139559,MBC,2607,FD,MBC
3923,327853,,142.5,139561,MBC,1421,EC,OC
3924,348849,,142.5,139564,BC,1233,CS,BC
3925,273940,,142.5,139565,MBC,1233,AD,MBC
3926,235386,,142.5,139567,MBC,1303,CS,MBC
3927,430424,,142.5,139570,BC,2651,AD,OC
3928,456360,,142.5,139575,BCM,1228,SC,OC
3929,329397,,142.5,139576,BC,2740,ME,BC
3930,279902,,142.5,139579,SC,1311,CS,SC
3931,325226,,142.5,139580,OC,2651,AD,OC
3932,455690,,142.5,139581,BC,2611,AM,BC
3933,314080,,142.5,139582,BC,2752,EC,BC
3934,448503,,142.5,139583,MBC,2740,ME,MBC
3935,348437,,142.5,139586,SC,1137,AD,SC
3936,323845,,142.5,139587,MBC,4669,SC,OC
3937,443398,,142.5,139590,MBC,2620,AM,MBC
3938,478484,,142.5,139593,MBC,2621,AD,MBC
3939,380912,,142.5,139595,MBC,2612,AD,OC
3940,320107,,142.5,139598,BC,3805,IT,BC
3941,458770,,142.5,139599,MBC,1431,CS,MBC
3942,325365,,142.5,139602,BC,1218,EC,BC
3943,471227,,142.5,139604,MBC,1319,ME,OC
3944,355840,,142.5,139608,MBC,3805,SC,MBC
3945,409794,,142.5,139612,BC,1233,AD,BC
3946,248059,,142.5,139613,BC,2715,CH,OC
3947,216126,,142.5,139616,MBC,1307,BM,MBC
3948,337034,,142.5,139617,BC,1505,IT,BC
3949,463662,,142.5,139618,BC,3425,BM,BC
3950,440907,,142.5,139621,MBC,2648,CS,MBC
3951,300426,,142.5,139623,SC,5910,ME,SC
3952,449575,,142.5,139624,SC,3817,CS,SC
3953,330604,,142.5,139625,MBC,3782,IT,MBC
3954,289761,,142.5,139626,MBC,2745,EC,MBC
3955,403894,,142.5,139627,SC,5536,EC,OC
3956,458992,,142.5,139628,MBC,2632,EE,OC
3957,401306,,142.5,139629,BC,2729,ME,BC
3958,310997,,142.5,139630,MBC,2673,EC,MBC
3959,353949,,142.5,139631,MBC,2620,IT,MBC
3960,216650,,142.5,139632,SC,2702,EE,SC
3961,264392,,142.5,139634,MBC,1110,CS,MBC
3962,236981,,142.5,139635,BC,5865,EC,BC
3963,236785,,142.5,139636,BCM,2723,EE,BCM
3964,290931,,142.5,139638,MBC,1431,CS,MBC
3965,437853,,142.5,139639,ST,1026,ME,ST
3966,253143,,142.5,139640,BC,5907,IT,BC
3967,489462,,142.5,139641,BC,2762,EC,BC
3968,277258,,142.5,139642,SC,2729,CB,SC
3969,429536,,142.5,139644,MBC,1116,EE,OC
3970,369405,,142.5,139646,MBC,2611,IT,MBC
3971,332181,,142.5,139648,MBC,2769,EC,MBC
3972,491554,,142.5,139649,SC,3822,BM,OC
3973,359295,,142.5,139652,BC,2609,CS,BC
3974,308415,,142.5,139653,BC,1416,CS,OC
3975,356385,,142.5,139655,BC,2643,AD,BC
3976,353859,,142.5,139656,BC,2642,CS,BC
3977,345033,,142.5,139661,MBC,5017,ME,OC
3978,343411,,142.5,139664,SC,2711,AL,SC
3979,286769,,142.5,139667,BC,2302,SC,OC
3980,455287,,142.5,139677,MBC,1114,EV,MBC
3981,288428,,142.5,139682,SC,3830,EC,SC
3982,415734,,142.5,139683,SC,2618,AD,SC
3983,414957,,142.5,139684,MBC,1115,EC,MBC
3984,365480,,142.5,139685,BC,4966,CS,OC
3985,236616,,142.5,139689,BCM,1221,CS,OC
3986,264927,,142.5,139691,SCA,2755,IT,SCA
3987,441590,,142.5,139692,MBC,2632,EE,OC
3988,500647,,142.5,139693,MBC,2302,IT,MBC
3989,296456,,142.5,139694,BC,3701,CE,BC
3990,413027,,142.5,139695,BC,1520,IT,BC
3991,361616,,142.5,139697,MBC,4971,AD,MBC
3992,436811,,142.5,139701,BC,1226,AD,BC
3993,201961,,142.5,139702,SCA,2718,ME,SCA
3994,440914,,142.5,139703,BC,1126,EV,BC
3995,353007,,142.5,139704,MBC,2345,EE,OC
3996,379956,,142.5,139706,BC,2749,ME,OC
3997,447215,,142.5,139708,MBC,1518,CS,OC
3998,460388,,142.5,139710,BC,1428,IT,OC
3999,344107,,142.5,139714,MBC,1423,CS,MBC
4000,274414,,142.5,139716,SC,1225,SC,SC
4001,273056,,142.5,139719,MBC,2611,CY,MBC
4002,490339,,142.5,139721,BC,3805,AD,BC
4003,271699,,142.5,139722,BC,3807,EE,BC
4004,354740,,142.5,139723,BC,5912,EC,OC
4005,482094,,142.5,139724,MBC,3804,AD,MBC
4006,439920,,142.5,139730,SC,5532,CS,OC
4007,253759,,142.5,139732,BCM,2717,CS,OC
4008,319649,,142.5,139733,BC,1422,AG,BC
4009,294501,,142.5,139734,MBC,3805,AD,MBC
4010,353842,,142.5,139736,MBC,1405,IT,MBC
4011,397783,,142.5,139738,MBC,5530,CE,OC
4012,341457,,142.5,139739,BC,2716,IT,BC
4013,261962,,142.5,139740,MBC,1322,CS,MBC
4014,471717,,142.5,139743,BC,5017,EF,BC
4015,465439,,142.5,139745,MBC,1409,CS,MBC
4016,299787,,142.5,139749,SC,4676,CS,SC
4017,469417,,142.5,139751,MBC,2641,CS,OC
4018,282991,,142.5,139753,BC,1303,CS,BC
4019,429515,,142.5,139755,MBC,1127,CS,MBC
4020,377685,,142.5,139756,BC,5832,AD,BC
4021,214990,,142.5,139757,BC,2768,AO,OC
4022,481998,,142.5,139758,BC,2673,EC,BC
4023,228088,,142.5,139759,MBC,1509,CB,MBC
4024,284102,,142.5,139760,BC,2601,CS,BC
4025,475211,,142.5,139761,SC,2659,EE,OC
4026,346579,,142.5,139763,BC,3817,BT,OC
4027,431221,,142.5,139765,BC,1106,ME,OC
4028,314315,,142.5,139766,MBC,3011,XM,OC
4029,448427,,142.5,139767,BC,2755,CE,BC
4030,496677,,142.5,139768,MBC,1107,FD,OC
4031,440068,,142.5,139769,BC,2745,CO,BC
4032,483852,,142.5,139771,BCM,3811,ME,OC
4033,284319,,142.5,139773,BC,3805,EC,BC
4034,408629,,142.5,139774,MBC,2642,SC,OC
4035,371991,,142.5,139780,SC,1430,AD,OC
4036,263019,,142.5,139781,MBC,2715,IT,MBC
4037,453021,,142.5,139783,MBC,2620,AM,MBC
4038,380754,,142.5,139786,BC,2345,CS,BC
4039,497907,,142.5,139787,SC,2653,CS,SC
4040,283024,,142.5,139788,BCM,3825,AD,BCM
4041,260753,,142.5,139789,MBC,1106,IT,OC
4042,430915,,142.5,139790,SC,5902,CS,OC
4043,237475,,142.5,139792,SC,1306,IT,SC
4044,354979,,142.5,139794,MBC,3011,XM,OC
4045,295847,,142.5,139797,BC,4672,CS,BC
4046,295607,,142.5,139800,MBC,1431,CS,MBC
4047,217339,,142.5,139802,MBC,2745,EC,MBC
4048,447261,,142.5,139803,SC,5,EE,SC
4049,466426,,142.5,139807,MBC,3841,EC,MBC
4050,478718,,142.5,139809,MBC,1605,CS,OC
4051,431905,,142.5,139813,SC,5,CZ,SC
4052,268710,,142.5,139814,BC,1202,CS,BC
4053,274683,,142.5,139817,SC,2726,IT,SC
4054,401314,,142.5,139819,SCA,2702,EI,SCA
4055,463221,,142.5,139820,BC,2716,SC,BC
4056,442947,,142.5,139822,SC,3782,EC,SC
4057,380980,,142.5,139824,SC,1309,EE,SC
4058,394711,,142.5,139828,BC,5904,CI,BC
4059,352764,,142.5,139829,BC,3461,AD,OC
4060,235728,,142.5,139831,SC,3807,CS,SC
4061,343519,,142.5,139833,MBC,2748,CS,OC
4062,233162,,142.5,139834,MBC,2625,AD,MBC
4063,428815,,142.5,139835,BCM,4680,SC,BCM
4064,479666,,142.5,139838,MBC,4955,ME,MBC
4065,480390,,142.5,139840,MBC,3819,CE,MBC
4066,453703,,142.5,139841,BC,4980,CS,BC
4067,425165,,142.5,139845,MBC,2715,IT,MBC
4068,299520,,142.5,139847,BC,1014,CE,BC
4069,471686,,142.5,139849,BC,4970,EC,OC
4070,459273,,142.5,139850,BCM,3844,AD,OC
4071,362465,,142.5,139854,BC,3806,AD,BC
4072,344966,,142.5,139855,BC,1207,CS,BC
4073,239584,,142.5,139856,MBC,1126,RM,MBC
4074,251314,,142.5,139857,MBC,2642,IT,MBC
4075,480140,,142.5,139858,BC,2643,SC,OC
4076,451909,,142.5,139859,BC,1301,AD,BC
4077,360392,,142.5,139861,BC,4024,ME,BC
4078,265317,,142.5,139864,BCM,3805,IT,BCM
4079,296861,,142.5,139866,BC,5530,EE,OC
4080,422817,,142.5,139867,SC,4960,CE,SC
4081,241828,,142.5,139869,SC,2329,EC,SC
4082,355338,,142.5,139874,SC,2611,AG,OC
4083,386503,,142.5,139875,SC,2753,AD,SC
4084,330996,,142.5,139877,BC,2747,IT,OC
4085,491043,,142.5,139878,SC,4959,CE,SC
