S NO,APPLICATION NUMBER,NAME OF THE CANDIDATE,AGGREGATE MARK,RANK,COMMUNITY,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
2994,346161,,143,137719,MBC,2747,EC,OC
2995,204506,,143,137721,SC,1307,AD,SC
2996,339683,,143,137722,SC,1140,IT,SC
2997,384588,,143,137723,MBC,1504,AD,MBC
2998,256254,,143,137724,BC,2621,EC,BC
2999,201052,,143,137726,MBC,2653,ME,MBC
3000,276730,,143,137727,MBC,2636,AM,OC
3001,424865,,143,137729,BC,3016,EE,BC
3002,390370,,143,137730,BC,1322,CS,BC
3003,457959,,143,137731,MBC,2357,EC,MBC
3004,239619,,143,137732,MBC,4965,IT,MBC
3005,286612,,143,137733,BC,1127,ME,OC
3006,490743,,143,137735,BC,1217,AD,OC
3007,328668,,143,137736,BC,2636,AD,OC
3008,302539,,143,137737,BC,2634,EC,BC
3009,414435,,143,137740,BC,4994,EE,OC
3010,259528,,143,137741,SC,1122,EC,SC
3011,251978,,143,137742,SC,1128,EV,SC
3012,253849,,143,137744,SC,2360,AD,OC
3013,302484,,143,137745,OC,4941,CS,OC
3014,413901,,143,137746,SC,3843,CS,SC
3015,251790,,143,137748,BC,2732,IT,OC
3016,252653,,143,137749,MBC,2601,CS,MBC
3017,225129,,143,137751,BC,2726,FD,BC
3018,355105,,143,137752,BC,2648,EC,OC
3019,260674,,143,137755,MBC,4965,CS,MBC
3020,248984,,143,137756,BC,2630,IT,BC
3021,482055,,143,137757,MBC,1106,EC,OC
3022,325287,,143,137758,SC,2711,AD,SC
3023,257983,,143,137764,BC,1413,CD,BC
3024,425552,,143,137766,MBC,2628,AD,MBC
3025,227759,,143,137767,BC,2769,ME,BC
3026,356549,,143,137768,MBC,2648,EC,OC
3027,479034,,143,137769,BC,1401,CE,OC
3028,234172,,143,137770,BC,4864,EC,OC
3029,200451,,143,137771,SC,1419,EI,SC
3030,368980,,143,137772,SCA,2327,EC,OC
3031,200026,,143,137773,BC,2745,CO,BC
3032,260272,,143,137775,MBC,1126,EV,MBC
3033,246432,,143,137776,BCM,2357,EC,BCM
3034,468848,,143,137777,SC,1140,CS,SC
3035,351696,,143,137778,MBC,2621,IT,MBC
3036,262925,,143,137779,MBC,2634,FD,MBC
3037,343153,,143,137780,BC,4971,ME,OC
3038,397635,,143,137782,MBC,2601,CS,MBC
3039,315101,,143,137783,BC,2743,BM,BC
3040,467796,,143,137784,MBC,2630,AD,MBC
3041,282083,,143,137787,SC,2642,IT,SC
3042,429508,,143,137791,MBC,2620,AD,MBC
3043,453082,,143,137792,BC,2653,ME,BC
3044,290684,,143,137795,ST,2618,EE,ST
3045,346562,,143,137797,BC,3016,EE,BC
3046,487796,,143,137798,MBC,5935,SC,OC
3047,324047,,143,137804,BC,3918,IT,BC
3048,313201,,143,137805,MBC,2770,SC,MBC
3049,454575,,143,137807,BC,2620,EC,BC
3050,391910,,143,137812,MBC,2715,CI,MBC
3051,432536,,143,137813,MBC,2622,ME,MBC
3052,298888,,143,137814,MBC,1503,AD,OC
3053,311789,,143,137815,MBC,1504,AD,MBC
3054,450296,,143,137816,SC,3801,AD,SC
3055,415491,,143,137820,BC,2704,MZ,BC
3056,299501,,143,137821,MBC,2624,EC,OC
3057,347476,,143,137822,BCM,4961,AD,OC
3058,333198,,143,137823,BC,5832,IT,BC
3059,312164,,143,137824,BC,2630,IT,BC
3060,410000,,143,137827,BC,2611,CS,BC
3061,215224,,143,137828,ST,1219,IT,ST
3062,225025,,143,137830,BC,2776,MZ,OC
3063,351792,,143,137831,MBC,2620,EC,MBC
3064,324399,,143,137832,MBC,2753,CS,MBC
3065,307323,,143,137833,SC,3826,IT,SC
3066,325577,,143,137834,BC,4981,EE,OC
3067,222959,,143,137835,BC,4917,CB,BC
3068,206137,,143,137839,BC,2610,CS,OC
3069,226845,,143,137849,SC,1225,AD,SC
3070,266562,,143,137851,SC,2642,AD,SC
3071,336779,,143,137852,MBC,2763,EC,MBC
3072,374653,,143,137853,MBC,2609,AD,MBC
3073,364688,,143,137854,BC,2651,AD,OC
3074,463899,,143,137855,BC,1405,AD,BC
3075,396204,,143,137857,BC,2623,CS,OC
3076,234672,,143,137859,BC,3805,AD,BC
3077,390344,,143,137861,BC,1523,CS,OC
3078,449254,,143,137862,SC,2711,CS,SC
3079,320078,,143,137863,SC,5986,EC,SC
3080,345121,,143,137865,SCA,2607,EC,SCA
3081,311990,,143,137868,BC,3810,CS,BC
3082,200778,,143,137870,MBC,1301,AD,MBC
3083,265915,,143,137872,BC,3831,AD,OC
3084,270693,,143,137876,SC,5910,AD,SC
3085,491100,,143,137877,SC,2749,EE,OC
3086,228855,,143,137880,BC,2723,BM,BC
3087,281082,,143,137881,BCM,2704,ME,OC
3088,306172,,143,137882,MBC,3819,CE,MBC
3089,390940,,143,137883,BC,4944,AD,BC
3090,228141,,143,137887,BC,2741,ME,OC
3091,412741,,143,137888,MBC,3806,IT,MBC
3092,370956,,143,137891,MBC,4024,CE,MBC
3093,429745,,143,137892,BC,2721,CS,BC
3094,266878,,143,137896,BC,1303,AD,BC
3095,319269,,143,137898,BC,1325,CS,BC
3096,262433,,143,137899,MBC,5530,AD,MBC
3097,254908,,143,137900,SC,2750,EE,SC
3098,429059,,143,137901,BC,2608,CE,BC
3099,445272,,143,137903,MBC,1202,CS,MBC
3100,450048,,143,137905,SC,1309,ME,SC
3101,294886,,143,137906,MBC,1507,CS,MBC
3102,291455,,143,137909,BC,5022,ME,BC
3103,445037,,143,137911,MBC,1510,CS,OC
3104,367415,,143,137915,ST,3782,CS,OC
3105,403969,,143,137916,BC,4981,AD,BC
3106,348599,,143,137918,BC,3811,CS,OC
3107,294299,,143,137920,BC,2601,SC,OC
3108,326819,,143,137921,BC,3806,CS,BC
3109,321441,,143,137924,BC,5022,ME,BC
3110,263516,,143,137925,MBC,1509,CE,OC
3111,304775,,143,137926,SC,1126,CS,SC
3112,271213,,143,137927,SC,1237,MZ,SC
3113,339857,,143,137931,MBC,2634,ME,OC
3114,309644,,143,137932,BC,4993,EC,OC
3115,485136,,143,137935,BC,1430,AD,OC
3116,429589,,143,137936,BC,2628,AD,BC
3117,325420,,143,137937,MBC,5,ME,MBC
3118,252425,,143,137940,MBC,5988,CE,OC
3119,408536,,143,137943,SC,3805,EC,SC
3120,335979,,143,137946,MBC,2763,EC,MBC
3121,365149,,143,137948,BC,5,CH,BC
3122,452850,,143,137949,MBC,2651,EC,MBC
3123,223162,,143,137950,BC,2727,FD,BC
3124,487120,,143,137952,MBC,1207,AM,MBC
3125,350207,,143,137953,SC,1316,BM,OC
3126,259728,,143,137955,SC,1405,CS,SC
3127,207609,,143,137959,SC,1422,EE,SC
3128,426854,,143,137961,MBC,4024,XC,MBC
3129,376660,,143,137963,BCM,2763,ME,OC
3130,411335,,143,137965,MBC,1426,CS,OC
3131,493825,,143,137966,MBC,2643,CS,MBC
3132,394156,,143,137967,BC,2732,CS,OC
3133,441353,,143,137968,BC,1504,AD,BC
3134,317706,,143,137969,MBC,2345,CS,MBC
3135,465963,,143,137970,MBC,2620,BM,MBC
3136,211163,,143,137972,SC,2673,EE,OC
3137,414640,,143,137973,SC,1430,AD,OC
3138,358329,,143,137977,MBC,4955,IT,MBC
3139,302976,,143,137978,BC,1505,AM,BC
3140,389115,,143,137979,BC,2628,AD,BC
3141,317804,,143,137981,BC,1316,MZ,BC
3142,355195,,143,137985,BC,2620,EC,BC
3143,424045,,143,137987,MBC,2737,AM,MBC
3144,469479,,143,137992,MBC,2639,AD,OC
3145,448535,,143,137997,BC,4994,AD,OC
3146,350237,,143,137999,SC,2702,AL,SC
3147,256387,,143,138001,SC,3803,CS,SC
3148,397303,,143,138002,SC,2745,EC,SC
3149,332796,,143,138003,MBC,4965,EC,MBC
3150,273340,,143,138004,BC,1409,BM,OC
3151,479583,,143,138006,MBC,2639,CS,OC
3152,427944,,143,138012,SC,1120,EC,SC
3153,265507,,143,138013,MBC,4994,CS,OC
3154,470736,,143,138014,SC,3845,EE,OC
3155,330038,,143,138015,BC,4975,EC,OC
3156,345917,,143,138016,MBC,1110,AM,MBC
3157,303743,,143,138028,BC,1509,EE,OC
3158,381750,,143,138029,BC,1127,CB,OC
3159,304549,,143,138030,MBC,3826,EE,MBC
3160,385055,,143,138031,MBC,2620,EC,MBC
3161,270388,,143,138032,SC,2636,AD,OC
3162,456121,,143,138034,SC,1301,CB,SC
3163,378880,,143,138036,BC,3845,BM,OC
3164,291400,,143,138037,BCM,3819,CE,BCM
3165,412780,,143,138038,SC,4680,CS,SC
3166,286564,,143,138040,MBC,1123,MU,OC
3167,434793,,143,138043,BC,5915,AD,BC
3168,433506,,143,138044,MBC,2715,AD,MBC
3169,350981,,143,138045,MBC,3826,ME,OC
3170,386168,,143,138047,BC,1405,AD,BC
3171,316523,,143,138048,SC,2735,EE,SC
3172,474472,,143,138049,SC,1413,CS,SC
3173,317421,,143,138050,MBC,2747,AD,MBC
3174,371427,,143,138051,MBC,1431,CS,MBC
3175,202813,,143,138052,SC,1442,CS,SC
3176,484509,,143,138054,BC,2611,EC,BC
3177,464154,,143,138056,BC,4975,CS,OC
3178,421117,,143,138061,BC,3805,AD,BC
3179,374768,,143,138062,BC,4934,EC,OC
3180,257350,,143,138063,BC,4966,CS,OC
3181,283960,,143,138064,BCM,5921,BM,OC
3182,379198,,143,138067,MBC,2623,CS,OC
3183,219856,,143,138072,BC,1303,CS,BC
3184,424694,,143,138073,MBC,3852,IT,OC
3185,245257,,143,138078,BC,2617,AD,BC
3186,376816,,143,138079,MBC,2607,MZ,MBC
3187,352333,,143,138080,SC,5986,CS,SC
3188,289216,,143,138081,BC,2749,IT,OC
3189,394551,,143,138087,BC,2743,FD,BC
3190,490102,,143,138089,MBC,3806,AD,MBC
3191,378890,,143,138090,MBC,2762,EC,MBC
3192,214649,,143,138093,MBC,1207,CS,MBC
3193,291185,,143,138094,MBC,2753,AM,MBC
3194,410386,,143,138095,BC,2609,AD,BC
3195,245285,,143,138099,BC,2617,EC,BC
3196,487303,,143,138100,MBC,3018,ME,OC
3197,392855,,143,138101,BC,2639,EC,OC
3198,378692,,143,138102,BC,2634,IT,BC
3199,329579,,143,138103,BC,2716,AE,BC
3200,328114,,143,138104,SC,2706,CS,SC
3201,435514,,143,138105,MBC,2624,EC,OC
3202,460813,,143,138106,MBC,2621,EC,MBC
3203,259689,,143,138107,MBC,1218,IT,OC
3204,217179,,143,138108,BC,5832,AD,BC
3205,228197,,143,138114,BC,3908,EC,BC
3206,306149,,143,138116,MBC,1203,CB,OC
3207,362751,,143,138117,BC,2611,CS,BC
3208,298253,,143,138119,BCM,3811,ME,OC
3209,349176,,143,138120,BC,4670,CE,OC
3210,232409,,143,138121,BC,2620,EC,BC
3211,284250,,143,138122,BC,3786,IT,OC
3212,416738,,143,138123,MBC,4946,CS,OC
3213,208634,,143,138128,BC,2753,AD,BC
3214,229906,,143,138129,MBC,4994,IT,OC
3215,364804,,143,138130,BC,1233,EC,OC
3216,327733,,143,138137,MBC,2634,PC,OC
3217,493220,,143,138138,MBC,2642,IT,MBC
3218,317956,,143,138140,MBC,2653,ME,MBC
3219,460115,,143,138141,BC,2723,CE,BC
3220,397042,,143,138142,SC,1120,EE,SC
3221,310068,,143,138143,MBC,1423,AD,MBC
3222,201546,,143,138145,BCM,2707,CH,OC
3223,451862,,143,138147,BC,1431,AD,BC
3224,410850,,143,138150,MBC,2723,BM,MBC
3225,295860,,143,138151,OC,2621,EE,OC
3226,233263,,143,138153,BC,3806,EC,BC
3227,302508,,143,138154,BC,4672,CS,BC
3228,490127,,143,138155,SC,3826,CS,SC
3229,415879,,143,138156,OC,4971,ME,OC
3230,268183,,143,138159,MBC,2656,IT,MBC
3231,366340,,143,138161,SC,2648,AD,SC
3232,204556,,143,138163,BC,2627,CS,OC
3233,360868,,143,138165,MBC,2747,SC,OC
3234,498614,,143,138167,SC,2777,CS,SC
3235,366108,,143,138168,MBC,2628,BM,OC
3236,455836,,143,138169,BC,4957,CS,OC
3237,288066,,143,138170,MBC,1233,CS,MBC
3238,234622,,143,138171,MBC,5530,AM,MBC
3239,363400,,143,138172,BC,3018,EX,BC
3240,305097,,143,138174,BC,3857,ME,OC
3241,396348,,143,138177,MBC,2623,EC,MBC
3242,365562,,143,138179,BC,4964,EC,OC
3243,254844,,143,138180,BC,2769,CB,BC
3244,355999,,143,138181,SC,5532,CS,OC
3245,214133,,143,138182,MBC,2745,EC,MBC
3246,393535,,143,138183,BC,3811,EC,OC
3247,343524,,143,138184,MBC,2345,AD,MBC
3248,287366,,143,138186,MBC,3760,AD,OC
3249,339195,,143,138188,BCM,5921,BM,OC
3250,362958,,143,138189,MBC,5017,EF,MBC
3251,235042,,143,138190,SC,1316,CS,SC
3252,365627,,143,138191,MBC,3826,AG,OC
3253,308637,,143,138192,MBC,1431,CS,MBC
3254,228216,,143,138193,BC,1322,CS,BC
3255,254622,,143,138194,SC,1114,CS,SC
3256,440105,,143,138198,MBC,1218,CS,MBC
3257,436856,,143,138200,SC,3843,IT,SC
3258,368254,,143,138203,MBC,2609,AD,MBC
3259,311231,,143,138204,BC,2651,CS,BC
3260,427400,,143,138206,SC,2725,CS,SC
3261,439826,,143,138209,BCM,4680,AD,BCM
3262,264097,,143,138210,BC,2731,BM,OC
3263,355267,,143,138211,BC,2749,IT,BC
3264,420777,,143,138212,MBC,1510,AD,MBC
3265,251979,,143,138214,BC,5832,AM,OC
3266,257284,,143,138215,BC,1303,CS,BC
3267,289765,,143,138216,BC,3826,AG,OC
3268,431489,,143,138218,MBC,1505,AM,MBC
3269,329568,,143,138219,MBC,2715,IT,MBC
3270,356839,,143,138220,BC,2749,SC,BC
3271,243488,,143,138221,BC,4864,AD,OC
3272,244911,,143,138222,MBC,4680,CS,MBC
3273,438035,,143,138226,MBC,2707,SC,MBC
3274,365073,,143,138227,BC,2715,IT,BC
3275,379002,,143,138228,MBC,2608,EE,MBC
3276,328494,,143,138229,MBC,2656,AM,MBC
3277,260342,,143,138230,MBC,3829,CS,OC
3278,237080,,143,138232,MBC,4944,EC,MBC
3279,216080,,143,138234A,BC,4023,CE,BC
3280,455809,,143,138237,MBC,4980,CS,MBC
3281,282863,,143,138239,MBC,1238,CS,MBC
3282,425351,,143,138240,BC,2723,ME,BC
3283,320910,,143,138242,BC,1322,EC,BC
3284,295653,,143,138243,MBC,4965,AD,MBC
3285,337126,,143,138244,BCM,2651,CS,BCM
3286,406922,,143,138246,BC,3811,AD,OC
3287,315896,,143,138247,BC,1412,AD,BC
3288,497718,,143,138248,BC,1512,EC,BC
3289,240348,,143,138250,SC,1237,AD,SC
3290,360996,,143,138259,MBC,2620,EC,MBC
3291,412360,,143,138260,BC,2753,IT,BC
3292,218232,,143,138262,BC,4964,EC,OC
3293,477750,,143,138263,BC,2743,BM,BC
3294,377249,,143,138266,SC,4960,EE,SC
3295,368082,,143,138270,BC,3905,AD,BC
3296,404947,,143,138272,MBC,1409,CS,MBC
3297,396115,,143,138273,MBC,3425,ME,OC
3298,439857,,143,138274,SC,2609,AD,SC
3299,284884,,143,138275,SC,4020,ME,SC
3300,302674,,143,138276,SC,1407,CS,OC
3301,242321,,143,138278,SC,1304,BM,SC
3302,423830,,143,138279,BC,3829,CS,OC
3303,335647,,143,138280,MBC,1409,EC,MBC
3304,308177,,143,138281,MBC,1110,CS,MBC
3305,329313,,143,138282,SC,5,EE,SC
3306,271076,,143,138283,BC,2752,IT,BC
3307,232817,,143,138284,SC,2708,EC,SC
3308,296625,,143,138285,MBC,2713,CS,OC
3309,223212,,143,138286,BC,4023,CE,BC
3310,254973,,143,138288,OC,2770,AM,OC
3311,459131,,143,138290,BC,3806,EC,BC
3312,467756,,143,138291,MBC,1218,CS,MBC
3313,455988,,143,138294,BC,3456,CS,OC
3314,487210,,143,138297,BCM,1510,AD,BCM
3315,491278,,143,138300,BC,1123,BT,BC
3316,384169,,143,138301,BC,2636,AD,OC
3317,324602,,143,138304,SCA,1211,CS,SCA
3318,441609,,143,138307,MBC,1412,EC,MBC
3319,435241,,143,138308,MBC,2643,EC,OC
3320,500874,,143,138309,ST,1432,AD,ST
3321,260948,,143,138311,BC,1509,EI,OC
3322,426081,,143,138316,BC,2607,MZ,BC
3323,450513,,143,138317,MBC,2345,EC,MBC
3324,415751,,143,138318,BC,2743,ME,BC
3325,334999,,143,138319,BC,4981,AD,BC
3326,297193,,143,138322,MBC,1202,CS,MBC
3327,333974,,143,138332,BC,2608,ME,BC
3328,347733,,143,138333,BC,1409,CS,BC
3329,440695,,143,138334,MBC,3807,EE,MBC
3330,272202,,143,138335,SC,2347,CS,OC
3331,453606,,143,138337,BC,1203,AD,BC
3332,312520,,143,138341,MBC,2642,EC,MBC
3333,230879,,143,138342,MBC,5865,AD,MBC
3334,214331,,143,138343,MBC,1413,EA,MBC
3335,399363,,143,138344,BC,2611,CS,BC
3336,430758,,143,138346,BC,1504,EC,BC
3337,424041,,143,138347,MBC,3803,AD,MBC
3338,287331,,143,138348,BC,1202,CS,BC
3339,418221,,143,138351,BCM,2643,AD,OC
3340,208937,,143,138356,SC,1307,EC,SC
3341,258076,,143,138360,BC,3795,CE,OC
3342,443129,,143,138365,MBC,2609,EE,OC
3343,227222,,143,138367,MBC,2620,AD,MBC
3344,253523,,143,138369,BC,1101,SC,BC
3345,448050,,143,138371,SC,4994,EC,OC
3346,491321,,143,138376,SC,2711,AD,SC
3347,403892,,143,138378,MBC,5502,CS,OC
3348,259449,,143,138379,BC,1512,EE,OC
3349,406815,,143,138382,BC,2723,MD,BC
3350,450809,,143,138383,SC,5910,CS,SC
3351,357070,,143,138384,SC,3826,CS,SC
3352,255426,,143,138389,BC,4992,EC,OC
3353,419078,,143,138392,MBC,1133,CS,OC
3354,280702,,143,138394,MBC,1306,AO,MBC
3355,472353,,143,138397,MBC,2620,IT,MBC
3356,329641,,143,138402,BC,2723,MD,BC
3357,467617,,143,138404,BCM,2772,AM,OC
3358,483149,,143,138406,SC,2735,EE,SC
3359,259369,,143,138408,MBC,5907,CS,MBC
3360,236321,,143,138412,BC,2769,FD,BC
3361,454258,,143,138413,BC,2747,BM,OC
3362,274870,,143,138414,MBC,4971,CS,MBC
3363,311862,,143,138415,BC,2743,BM,BC
3364,286001,,143,138416,MBC,3841,EC,MBC
3365,434971,,143,138422,BCM,5,ME,BCM
3366,367301,,143,138423,MBC,1523,CS,OC
3367,256960,,143,138428,MBC,2705,AD,MBC
3368,362687,,143,138432,SC,2620,AG,OC
3369,383515,,143,138433,SC,2716,SC,SC
3370,475660,,143,138434,BC,2713,CS,OC
3371,256013,,143,138438,MBC,3807,CS,MBC
3372,300344,,143,138439,MBC,3829,CS,OC
3373,485478,,143,138440,SC,4959,EC,SC
3374,214958,,143,138441,BC,5904,ME,OC
3375,326187,,143,138443,BC,1310,AD,BC
3376,426156,,143,138446,MBC,1525,IT,OC
3377,369881,,143,138448,BC,2367,EC,BC
3378,220678,,143,138449,MBC,2608,EE,MBC
3379,281342,,143,138454,MBC,1322,AG,OC
3380,469737,,143,138457,BC,2634,EE,OC
3381,378055,,143,138458,MBC,1303,AD,MBC
3382,398989,,143,138459,BC,2707,AM,BC
3383,395440,,143,138460,MBC,2769,CB,MBC
3384,397953,,143,138461,MBC,2611,EC,MBC
3385,396566,,143,138462,MBC,3807,EE,MBC
3386,208641,,143,138464,BC,5530,EE,OC
3387,458151,,143,138465,MBC,3410,AD,MBC
3388,374996,,143,138466,MBC,2651,EE,OC
3389,343000,,143,138468,MBC,4680,CS,MBC
3390,275890,,143,138474,SC,5010,CE,SC
3391,351225,,143,138475,BC,3810,CS,BC
3392,421630,,143,138477,MBC,2623,AD,OC
3393,202129,,143,138478,BC,1413,ME,BC
3394,336929,,143,138480,MBC,3021,CE,MBC
3395,328666,,143,138481,BC,2721,CS,BC
3396,303243,,143,138484,SC,2751,ME,SC
3397,500697,,143,138487,BC,1507,SC,OC
3398,246365,,143,138489,BC,3803,EE,BC
3399,215499,,143,138492,SC,2711,IT,SC
3400,347587,,143,138493,SC,1317,CJ,SC
3401,398625,,143,138494,SC,3425,BM,SC
3402,443516,,143,138500,MBC,2639,CS,OC
3403,469097,,143,138501,BC,4993,AD,OC
3404,349956,,143,138503,BC,2646,CS,OC
3405,256401,,143,138507,BC,4993,CS,OC
3406,246514,,143,138509,MBC,5842,CE,OC
3407,372145,,143,138512,BC,5907,ME,OC
3408,310196,,143,138513,SC,3801,CS,SC
3409,299290,,143,138515,SC,2620,CS,SC
3410,431816,,143,138516,SC,5017,CS,SC
3411,383949,,143,138518,MBC,2639,SC,OC
3412,319263,,143,138519,BC,2740,ME,BC
3413,426073,,143,138522,MBC,3454,BM,OC
3414,322144,,143,138523,SC,1113,EV,SC
3415,363399,,143,138524,MBC,1303,CS,MBC
3416,355470,,143,138526,BC,1408,IT,BC
3417,397499,,143,138527,BC,2776,EC,BC
3418,407435,,143,138528,BC,2611,IT,BC
3419,443610,,143,138529,MBC,2737,AD,MBC
3420,267107,,143,138532,BC,5988,AM,OC
3421,371915,,143,138533,MBC,1110,AD,MBC
3422,299029,,143,138534,BC,3826,ME,BC
3423,451330,,143,138535,MBC,2769,AD,MBC
3424,413942,,143,138536,SC,4024,XC,SC
3425,360324,,143,138538,BC,1512,CS,BC
3426,360462,,143,138539,SC,5910,CS,SC
3427,292200,,143,138541,BC,2628,SC,OC
3428,287777,,143,138542,SC,1210,EC,SC
3429,435065,,143,138543,BC,1228,CS,BC
3430,352931,,143,138544,BC,5536,CS,BC
3431,315429,,143,138545,SC,1413,SC,SC
3432,337983,,143,138546,SC,1116,AD,SC
3433,206664,,143,138547,SC,2367,IT,SC
3434,270960,,143,138548,SC,1307,SC,SC
3435,412688,,143,138562,BC,2634,EC,BC
3436,280900,,143,138563,BC,2611,EC,BC
3437,335312,,143,138565,BC,4969,AD,OC
3438,454544,,143,138567,BC,2763,CB,BC
3439,320786,,143,138568,MBC,2621,AD,MBC
3440,432733,,143,138571,MBC,2617,PH,OC
3441,263144,,143,138573,MBC,4680,SC,MBC
3442,467600,,143,138576,SC,2613,IT,SC
3443,474372,,143,138578,MBC,2357,AD,MBC
3444,329971,,143,138579,SC,1210,IT,SC
3445,354061,,143,138582,MBC,3826,BM,MBC
3446,484418,,143,138583,OC,4949,EC,OC
3447,253272,,143,138584,SC,1431,IT,SC
3448,328855,,143,138590,SCA,2612,BM,OC
3449,432044,,143,138591,MBC,3826,BM,MBC
3450,397685,,143,138595,MBC,2708,AG,MBC
3451,343140,,143,138597,MBC,2727,ME,MBC
3452,491334,,143,138599,OC,3805,FD,OC
3453,240125,,143,138601,SCA,2729,CB,SC
3454,328955,,143,138602,BC,1423,CS,BC
3455,350941,,143,138606,MBC,5988,IT,OC
3456,284894,,143,138607,BC,5935,EC,OC
3457,221438,,143,138608,SC,1149,SC,SC
3458,493291,,143,138609,MBC,1504,SC,MBC
3459,260366,,143,138611,BC,4672,ME,OC
3460,428385,,143,138613,SC,1216,ME,SC
3461,465229,,143,138614,BC,2601,EC,BC
3462,403592,,143,138617,BCM,2634,CS,BCM
3463,281044,,143,138618,BC,2713,IT,OC
3464,433033,,143,138619,BC,5536,AG,OC
3465,407011,,143,138622,BC,2620,IT,BC
3466,305006,,143,138625,SC,1509,IT,SC
3467,251086,,143,138626,BC,1233,AD,BC
3468,251201,,143,138635,MBC,2732,EC,OC
3469,254134,,143,138637,BC,1520,IT,BC
3470,276772,,143,138642,BC,1416,BM,OC
3471,341202,,143,138645,MBC,1218,IT,MBC
3472,277564,,143,138646,SC,2635,CS,OC
3473,405212,,143,138649,BC,1133,AD,OC
3474,394698,,143,138662,BC,2651,FT,OC
3475,447399,,143,138665,BC,1123,RM,OC
3476,426635,,143,138666,MBC,1114,EE,MBC
3477,302101,,143,138668,BC,5907,CS,BC
3478,447311,,143,138669,BC,1512,AD,BC
3479,219918,,143,138671,BC,1303,AD,BC
3480,326423,,143,138674,MBC,4955,IT,MBC
3481,345496,,143,138675,SC,2711,EC,SC
3482,296989,,143,138677,MBC,2648,AD,MBC
3483,389027,,143,138679,BC,3461,IT,OC
3484,475356,,143,138683,SCA,2327,AD,OC
3485,353047,,143,138685,BC,4677,CS,OC
3486,367872,,143,138686,SC,5,EE,SC
3487,352064,,143,138688,MBC,2620,IT,MBC
3488,245541,,143,138692,MBC,2776,EC,MBC
3489,268180,,143,138696,MBC,2367,EC,MBC
3490,254503,,143,138697,SC,1311,AD,SC
3491,459146,,143,138702,BC,4965,EE,OC
3492,311315,,143,138703,SC,5910,CS,SC
3493,461790,,143,138704,BC,2653,ME,BC
3494,289202,,143,138706,BC,2611,AM,BC
3495,487967,,143,138708,BC,2638,CS,OC
3496,497609,,143,138709,ST,2725,CS,ST
3497,359835,,143,138710,MBC,2707,CI,OC
3498,310335,,143,138714,BC,2611,CY,BC
3499,230375,,143,138716,BC,3843,CS,BC
3500,460922,,143,138717,BC,3908,EC,BC
3501,238846,,143,138720,MBC,2612,EC,OC
3502,390871,,143,138723,MBC,3805,AD,MBC
3503,319580,,143,138724,SC,2329,SC,SC
3504,457367,,143,138726,SC,5910,CS,SC
3505,388087,,143,138727,BC,3011,MJ,BC
3506,328152,,143,138731,MBC,1420,SC,MBC
3507,423044,,143,138732,BCM,2357,AM,BCM
3508,442755,,143,138735,BC,2716,IT,BC
3509,299864,,143,138736,MBC,4993,CS,OC
3510,211290,,143,138738,SCA,4680,EC,SCA
3511,352793,,143,138742,BC,2747,ME,OC
3512,257520,,143,138743,MBC,3815,CS,OC
3513,423233,,143,138745,BC,4975,CS,OC
3514,319186,,143,138746,MBC,2609,IT,MBC
3515,425579,,143,138749,MBC,5988,AM,OC
3516,315055,,143,138750,SC,5536,AM,SC
3517,473371,,143,138751,MBC,2683,BM,OC
3518,423001,,143,138752,BC,2634,IT,BC
3519,472240,,143,138756,BC,2708,ME,BC
3520,307661,,143,138757,BC,3908,EC,BC
3521,470542,,143,138758,MBC,2610,EC,OC
3522,301851,,143,138760,MBC,1322,CS,MBC
3523,467111,,143,138761,MBC,2634,AD,OC
3524,382768,,143,138768,BC,4023,ME,BC
3525,349562,,143,138769,MBC,5832,CS,MBC
3526,433572,,143,138770,SC,2646,EE,OC
3527,397924,,143,138771,BC,1110,EE,OC
3528,266047,,143,138775,ST,1026,EC,ST
3529,432577,,143,138776,MBC,2621,EC,MBC
3530,299883,,143,138781,SC,2736,IT,SC
3531,344024,,143,138785,BC,2752,EC,BC
3532,430881,,143,138786,SC,2706,AD,SC
3533,291145,,143,138790,MBC,1325,CS,MBC
3534,421331,,143,138792,BC,2612,BM,OC
3535,352651,,143,138797,SC,1118,IT,SC
3536,438454,,143,138799,MBC,4966,CS,OC
3537,376238,,143,138802,MBC,2345,CS,MBC
3538,299831,,143,138813,BC,4928,CS,BC
3539,371751,,143,138814,SC,1120,EC,SC
3540,391679,,143,138816,BC,2707,CJ,BC
3541,437993,,143,138817,BC,2625,CS,OC
3542,483059,,143,138818,BC,1431,AD,BC
3543,366329,,143,138819,MBC,3011,CK,MBC
3544,337807,,143,138821,BC,1405,IT,BC
3545,349517,,143,138823,BC,4946,AD,OC
3546,322960,,143,138824,MBC,2625,AD,MBC
3547,439333,,143,138825,MBC,2607,CE,MBC
3548,341606,,143,138826,MBC,1233,EE,OC
3549,463931,,143,138827,SC,2768,AD,SC
3550,251678,,143,138831,BC,4989,AD,OC
3551,458052,,143,138832,BC,4676,CS,BC
3552,494353,,143,138833,MBC,4983,AE,OC
3553,377413,,143,138834,BC,2634,EC,BC
3554,332257,,143,138836,BC,5915,CS,OC
3555,232133,,143,138837,MBC,1520,AM,MBC
3556,348700,,143,138838,BC,1202,EC,BC
3557,212712,,143,138839,SC,1317,EE,SC
